x,y,z
2.88,7.99,4.38
3.96,7.95,3.73
2.15,9.17,3.94
1.97,8.59,3.93
2.38,9.85,4.12
2.81,6.76,3.64
2.14,6.11,4.00
2.84,8.59,4.15
2.92,7.02,3.94
3.22,7.52,3.84
2.13,9.47,4.51
3.32,7.31,4.12
2.96,8.83,4.26
2.84,7.34,3.97
2.83,6.59,4.01
2.37,6.70,4.07
2.79,7.70,3.73
3.53,7.43,4.19
3.25,9.13,3.93
3.24,8.03,4.36
3.39,10.60,4.02
2.75,7.28,4.23
3.20,9.23,4.24
2.44,7.38,3.96
2.99,9.11,4.02
3.04,9.21,3.87
2.80,7.73,3.76
2.95,8.20,3.98
1.86,7.68,3.63
2.89,7.73,4.10
2.08,7.30,3.71
3.86,7.64,4.05
2.88,10.30,3.91
2.85,9.84,4.12
3.11,9.05,4.02
2.34,8.34,3.90
2.63,9.50,4.29
2.65,7.57,4.03
3.27,6.28,3.94
2.72,8.77,3.85
3.10,7.82,3.99
3.26,6.35,4.17
3.76,7.67,3.68
2.21,6.54,4.34
2.91,9.52,3.97
4.16,7.15,4.07
3.31,8.13,3.91
3.02,7.12,3.77
2.88,7.61,4.09
4.68,8.17,3.77
2.78,6.87,3.94
2.53,8.57,4.03
2.84,8.33,3.94
1.82,9.05,3.79
2.50,6.29,3.88
2.84,5.23,4.07
2.28,8.19,3.84
2.72,8.23,3.58
3.52,7.61,3.65
2.70,8.90,3.93
2.75,8.27,3.93
2.41,7.34,3.86
3.37,9.36,4.22
2.81,7.15,4.34
3.26,8.77,4.25
2.83,8.81,4.20
3.91,8.45,3.92
4.41,8.60,3.89
2.53,8.33,3.97
2.90,6.87,3.98
3.93,6.34,4.25
2.76,8.74,3.93
2.46,9.29,3.68
3.39,9.51,4.29
3.99,6.97,3.87
3.98,6.70,3.79
3.22,7.92,3.99
3.63,8.86,3.82
2.84,7.24,4.02
3.35,7.68,4.06
2.63,8.28,4.19
2.77,7.79,3.99
3.51,8.24,3.70
2.66,9.12,3.88
3.27,6.07,4.16
4.45,8.79,4.24
3.18,6.19,4.04
2.48,7.27,4.01
3.27,8.59,3.92
1.99,6.33,4.10
1.89,8.83,4.06
2.01,7.95,3.93
3.10,8.96,4.02
3.69,8.48,3.85
2.52,5.89,4.30
2.78,6.80,4.14
2.98,7.29,4.06
2.59,9.50,3.85
2.42,9.00,3.94
2.99,8.56,3.98
2.36,8.14,3.75
3.82,8.36,4.03
3.02,9.93,3.91
2.85,6.56,4.18
3.27,7.73,4.03
4.08,7.17,4.07
2.05,8.14,4.33
3.73,9.55,4.15
2.30,8.49,4.17
3.18,7.90,3.78
3.40,7.47,3.83
2.25,7.69,3.73
3.35,6.97,4.04
3.34,6.44,4.03
2.97,7.29,3.93
2.32,7.44,4.30
3.96,8.91,4.08
3.01,6.91,4.05
2.78,7.99,3.99
2.59,6.34,4.33
3.63,7.72,3.98
1.91,9.15,4.16
2.10,6.85,4.30
2.85,6.90,3.79
3.50,9.20,3.88
2.63,7.58,4.07
3.06,9.03,3.73
3.17,7.86,4.19
4.14,10.80,3.96
2.70,8.87,3.97
3.08,7.85,3.92
2.15,8.72,3.84
2.67,7.73,3.93
3.22,7.32,4.09
3.53,9.06,4.03
3.36,7.86,3.87
3.72,10.10,4.32
2.19,7.97,4.03
1.27,5.87,4.25
2.46,7.56,4.05
2.01,8.49,4.02
2.56,7.61,3.89
3.03,6.58,4.43
4.03,8.02,4.10
2.20,8.87,4.00
3.84,7.84,4.00
3.21,7.73,4.05
4.09,8.57,4.12
3.15,7.97,4.25
4.09,8.21,4.08
2.74,6.51,4.13
3.07,8.66,4.31
2.74,8.05,3.66
3.66,8.75,3.98
2.92,7.56,4.09
3.01,8.62,4.07
2.97,7.46,4.13
3.66,7.97,4.16
3.11,6.30,4.06
2.77,8.66,4.43
3.33,7.26,4.09
2.31,7.66,3.79
2.81,7.11,3.77
3.50,7.29,3.99
2.72,6.04,4.35
2.94,6.37,4.01
2.95,7.02,3.64
3.03,7.47,3.89
3.72,6.36,4.48
3.41,7.93,3.94
3.44,7.77,3.91
3.61,7.26,4.19
2.03,7.12,4.32
3.33,9.25,3.84
1.95,7.06,4.06
2.63,8.77,3.58
3.91,8.10,4.10
2.53,9.64,3.88
3.07,7.33,4.37
2.87,8.09,3.83
3.70,8.18,3.93
2.72,5.61,4.03
2.05,8.22,3.98
2.74,9.81,3.87
3.52,8.30,4.19
2.85,8.16,3.79
3.09,9.58,4.07
2.47,9.00,4.37
3.54,6.26,3.93
2.21,8.76,3.76
1.99,6.39,4.00
3.63,9.88,3.59
2.54,7.92,3.85
4.36,7.62,3.77
3.43,8.79,4.35
2.71,6.77,3.98
3.17,7.56,3.86
3.16,8.48,4.22
4.29,8.17,4.11
2.63,8.07,3.79
3.47,8.68,3.82
1.84,6.85,3.92
3.11,7.94,3.96
4.31,7.86,4.21
4.16,7.37,4.01
3.24,8.68,3.83
3.37,7.28,4.13
3.29,8.74,3.63
3.36,7.72,3.85
3.40,10.90,3.95
3.70,7.49,3.78
2.77,8.74,4.01
3.92,8.44,4.02
3.49,9.69,4.25
3.46,9.62,3.92
3.24,7.10,3.82
3.38,8.14,4.14
2.84,10.00,3.99
3.25,8.27,4.18
2.90,6.46,3.89
2.90,8.09,3.67
2.79,9.96,4.27
3.35,7.78,3.65
2.33,6.06,4.00
2.49,8.99,3.51
2.84,7.93,4.00
2.04,8.66,4.07
2.42,6.13,3.71
2.79,7.37,3.95
2.98,7.16,3.91
3.34,7.59,3.64
2.64,6.51,4.07
2.77,6.10,3.91
3.07,7.03,3.76
1.82,10.10,3.86
2.57,8.13,3.74
2.05,7.80,3.92
3.27,9.64,3.60
1.54,8.75,4.03
3.05,10.10,4.04
2.99,7.33,4.02
2.36,8.33,4.02
2.69,7.97,4.06
2.29,8.84,4.03
4.11,7.73,4.11
3.88,8.63,4.14
3.17,7.93,4.21
3.10,8.92,3.97
3.34,6.98,3.79
1.92,7.39,4.43
2.76,7.92,4.17
2.56,7.59,3.75
2.52,8.23,3.86
3.86,7.52,4.02
2.23,8.18,3.73
2.81,9.03,4.25
3.15,7.96,4.17
3.43,7.43,4.07
2.03,7.47,3.93
3.73,8.04,4.00
4.09,7.97,3.84
2.29,7.30,4.14
2.50,6.71,4.01
2.86,8.81,3.87
1.63,8.08,3.90
3.62,7.97,4.06
2.35,7.35,4.19
3.20,7.34,4.10
3.60,8.60,3.98
3.29,7.32,3.82
3.46,9.85,4.03
3.72,8.27,4.11
3.26,9.36,4.19
3.13,8.01,4.03
2.72,8.43,3.63
2.91,6.39,4.01
2.43,8.51,4.00
2.51,6.10,3.69
2.51,8.47,4.14
3.11,8.04,4.28
3.01,7.71,3.78
2.72,7.59,3.94
1.75,7.56,3.85
2.53,7.41,4.02
2.14,7.78,3.95
3.47,7.16,4.24
2.18,7.01,3.97
2.38,9.24,3.91
2.83,5.28,4.15
3.36,8.24,3.94
2.93,8.03,4.02
2.74,8.32,3.62
3.21,9.28,4.17
2.61,8.45,3.75
2.23,6.47,3.94
3.11,7.65,3.74
2.47,7.64,4.35
3.34,7.81,3.96
3.19,9.07,3.81
3.58,8.73,4.20
3.61,7.80,4.08
4.32,7.39,3.86
3.26,8.78,4.32
2.93,8.52,3.68
3.56,9.58,4.18
4.33,8.62,4.02
3.98,7.20,3.96
2.82,9.05,3.93
3.63,8.08,4.15
2.87,7.74,4.29
1.83,10.30,4.10
2.86,6.75,3.93
3.18,9.49,4.19
2.25,8.34,3.94
3.59,8.02,4.09
2.87,7.45,3.93
2.99,8.62,4.02
3.47,7.08,4.26
3.74,7.81,4.03
2.07,8.36,4.38
4.06,8.48,4.12
2.86,7.81,3.97
3.07,7.62,3.95
3.08,6.98,3.99
2.82,7.37,3.80
2.78,8.33,3.72
3.20,8.96,4.48
3.39,7.93,4.25
2.59,7.41,4.00
2.34,8.88,3.63
2.51,8.08,4.18
2.73,7.98,3.83
3.49,7.96,3.81
2.35,7.43,3.83
2.71,8.95,4.30
3.48,7.78,3.94
3.49,9.21,3.85
2.03,8.03,4.16
2.11,8.92,3.97
3.30,7.85,4.12
2.51,6.43,3.90
2.14,7.57,4.12
2.17,5.75,4.43
3.16,9.07,3.68
2.56,9.31,3.76
2.35,6.71,3.79
2.75,7.68,4.30
3.64,8.08,4.05
4.03,7.58,3.85
3.28,9.92,4.10
2.94,7.83,4.20
2.49,8.73,4.28
1.89,6.91,4.13
1.59,8.48,3.75
3.43,8.07,4.55
3.07,8.98,4.03
3.07,8.71,3.99
4.50,9.34,3.97
2.81,7.58,4.24
2.45,8.71,4.05
3.97,7.29,3.94
2.63,7.31,4.16
2.39,7.82,4.08
3.73,8.98,3.79
3.34,9.46,4.14
3.12,7.07,4.21
2.83,8.17,4.11
3.34,7.18,4.07
3.58,9.75,3.83
2.19,7.33,3.83
3.05,7.34,4.06
2.34,10.10,3.91
2.55,8.93,4.33
3.35,10.60,3.99
2.51,9.39,3.92
4.30,8.72,3.89
3.00,7.58,4.14
4.06,6.53,3.85
3.37,7.43,4.30
3.14,7.12,4.33
2.47,9.17,3.76
2.84,6.47,4.03
2.63,6.13,3.96
2.89,7.06,3.72
1.96,5.39,3.96
2.60,7.86,3.86
2.71,8.26,4.10
2.98,7.30,3.83
3.41,7.88,3.85
3.73,8.21,4.05
2.49,9.14,4.07
3.17,8.74,4.08
3.48,8.77,4.09
3.34,7.73,3.68
2.91,8.23,4.37
4.12,7.41,3.95
3.02,7.42,4.10
3.64,6.98,3.70
2.56,7.42,3.99
3.51,7.87,4.01
3.83,7.47,4.17
2.85,5.70,4.02
3.78,8.48,4.01
3.89,7.69,3.90
2.28,9.90,3.78
3.20,9.94,3.97
3.86,10.00,3.84
2.82,7.02,3.97
3.43,7.27,4.26
3.72,8.08,3.95
3.10,11.20,4.54
2.94,8.61,4.21
3.47,8.11,4.53
2.66,8.45,4.05
2.87,7.95,3.83
2.88,9.07,4.33
3.03,8.00,3.71
3.12,7.81,3.85
3.73,7.88,3.95
1.81,8.98,4.44
2.79,7.84,4.02
2.51,7.81,3.84
3.21,8.99,3.56
2.44,7.82,4.21
2.64,8.78,4.31
2.89,8.82,4.03
3.26,8.20,3.92
3.33,8.05,3.76
2.71,7.96,3.79
3.48,7.43,4.15
3.03,9.47,3.89
3.97,8.94,3.93
3.36,8.04,4.14
3.40,9.94,4.04
2.79,9.42,4.08
4.76,7.75,3.89
2.76,6.44,3.75
4.02,7.24,4.16
3.76,6.67,4.15
2.51,7.46,4.41
3.50,8.43,3.92
3.92,7.55,3.84
2.34,7.36,3.97
3.30,8.23,4.11
2.87,9.24,4.16
2.70,8.09,3.84
2.06,7.03,4.06
3.03,10.10,3.89
3.25,5.28,4.01
2.34,7.93,3.90
2.74,8.40,3.89
3.18,7.07,4.12
2.55,7.80,3.99
2.72,9.94,4.03
2.43,5.78,3.98
2.90,7.36,4.22
2.51,7.33,4.12
3.36,8.92,4.54
4.01,9.55,3.96
3.33,9.71,3.85
2.93,6.83,4.10
3.65,8.07,3.88
2.40,8.33,3.97
2.31,7.16,3.92
3.11,7.77,4.20
1.73,7.12,3.95
3.50,8.73,3.68
3.04,6.77,4.27
3.00,8.61,3.71
2.97,7.40,4.00
4.28,7.36,4.12
2.05,8.78,3.95
3.12,8.11,3.99
2.77,8.05,4.03
3.41,7.93,3.92
2.94,8.56,3.89
2.61,7.73,3.93
3.23,8.82,4.07
3.14,7.21,4.27
3.88,6.54,3.96
2.89,10.30,3.76
4.10,8.02,3.82
2.74,10.40,4.12
3.16,7.66,4.20
1.80,8.35,3.77
3.35,6.23,4.02
3.87,8.45,3.79
2.56,9.11,4.00
3.07,7.01,3.93
4.83,7.41,4.19
2.59,7.35,4.25
2.57,6.72,3.88
1.68,6.29,4.13
3.70,7.58,3.81
1.59,6.72,3.92
3.76,9.61,4.14
3.39,6.31,3.96
3.28,9.38,3.81
3.78,6.65,3.99
2.05,6.63,3.98
2.32,6.69,3.91
2.17,7.61,3.93
3.10,7.39,3.69
2.64,8.10,3.81
1.73,7.98,4.11
3.44,6.93,3.98
2.64,9.16,3.83
3.31,7.62,4.01
2.46,7.57,3.87
3.09,9.00,4.15
4.04,7.18,3.84
2.90,7.75,3.93
2.59,8.26,4.05
2.72,8.82,4.21
2.95,8.34,3.97
3.23,8.08,4.00
3.02,8.55,3.96
2.48,7.88,3.99
2.78,8.01,3.95
3.96,7.27,3.80
3.79,7.03,3.90
2.45,7.64,4.05
2.92,7.85,4.09
3.47,10.40,4.25
3.24,7.10,3.87
3.23,7.66,3.71
1.94,6.85,4.10
3.75,8.47,4.02
2.57,8.10,4.05
2.60,7.52,4.13
3.43,7.29,3.95
3.37,8.80,4.05
3.27,7.44,4.18
3.98,7.06,4.03
2.32,6.80,3.80
2.20,9.04,3.82
3.39,7.18,3.87
3.38,8.69,4.03
2.86,8.35,3.77
3.28,7.63,3.93
2.47,9.05,4.08
3.27,8.98,3.73
2.92,6.62,3.86
3.82,9.35,4.22
2.77,6.99,3.91
2.58,7.64,3.89
3.54,8.90,4.31
3.19,9.84,4.09
2.57,8.77,3.74
3.56,7.96,4.00
2.54,9.33,4.02
3.13,7.56,4.15
2.87,8.26,3.78
2.40,7.21,4.19
3.68,7.60,3.91
3.66,7.11,4.23
2.57,7.13,4.22
2.60,8.36,4.36
3.07,8.86,4.41
3.27,8.96,3.80
2.41,9.40,3.93
2.49,7.89,4.01
2.80,7.48,4.05
2.95,6.72,3.93
2.73,9.14,3.80
3.11,9.67,4.11
3.58,8.99,4.19
3.83,7.85,4.13
2.48,9.19,3.55
2.64,5.17,4.03
3.72,6.84,4.11
3.18,8.00,3.97
2.70,8.39,3.73
2.87,6.36,4.14
4.06,7.15,4.12
2.26,9.20,4.20
2.10,7.23,3.63
3.27,8.18,3.53
3.04,8.25,3.83
3.93,7.96,4.08
2.99,8.60,4.02
3.21,9.27,3.74
2.87,8.27,3.90
3.26,5.80,4.13
2.51,7.92,3.77
2.87,6.84,4.32
1.36,8.17,4.03
3.18,7.49,3.75
2.83,8.17,4.11
2.91,6.66,4.28
2.61,9.33,3.84
3.49,7.17,4.00
2.28,9.15,3.96
3.49,8.69,4.02
3.15,8.16,4.31
3.35,8.18,4.37
3.36,7.43,4.05
2.22,8.84,3.69
2.19,6.13,4.05
2.95,6.37,4.46
2.67,6.73,3.82
2.39,8.62,4.14
3.61,8.84,4.20
2.51,8.28,4.22
3.17,7.89,4.19
1.83,7.53,3.63
2.94,8.00,4.08
3.79,6.73,3.89
2.75,8.24,4.24
4.07,7.00,4.18
2.97,8.44,3.87
2.98,10.50,4.30
3.83,7.07,4.04
3.56,7.91,4.12
3.49,8.34,4.06
3.06,8.88,4.13
3.68,7.16,3.68
3.19,6.19,3.89
3.49,7.82,4.19
3.06,6.13,3.96
3.85,7.84,3.91
2.77,7.44,4.14
2.97,8.78,3.93
2.50,7.33,3.95
3.02,7.63,3.68
3.73,8.40,3.76
3.14,7.90,3.76
2.88,8.04,4.09
4.13,7.17,4.06
2.63,6.02,4.18
2.63,9.81,4.06
3.05,6.18,4.09
3.88,7.61,3.96
2.61,7.85,4.07
2.67,8.60,4.52
2.51,7.87,3.90
3.43,7.41,3.77
3.56,7.40,3.77
3.87,6.94,3.88
3.25,7.18,3.91
2.93,8.14,4.35
1.99,8.79,3.80
4.14,7.22,4.00
4.01,8.10,3.98
3.90,9.82,4.32
3.71,4.98,4.66
2.74,8.27,3.90
3.95,8.32,3.95
2.47,7.06,3.72
3.56,9.43,4.38
3.12,6.49,4.02
3.33,8.95,3.86
2.76,8.72,4.04
2.92,7.05,3.73
3.93,8.95,3.74
1.76,7.98,3.72
2.67,6.12,4.34
2.41,6.69,4.09
3.05,7.44,3.95
2.89,6.12,4.12
2.63,6.53,3.93
1.97,7.91,4.42
2.89,7.91,4.24
2.70,7.71,3.99
2.76,9.49,3.73
1.72,8.17,4.09
4.41,9.13,3.61
2.84,7.63,3.62
3.48,6.68,3.83
1.55,8.11,3.97
3.19,5.82,3.78
3.11,5.36,4.27
2.73,6.93,4.23
1.84,8.23,4.12
3.01,8.76,4.05
4.14,8.41,3.72
3.20,8.98,4.02
2.24,7.20,3.96
1.87,7.67,4.08
2.63,7.87,4.11
3.98,8.29,3.87
2.53,7.12,3.95
2.82,8.36,4.06
2.92,8.21,4.29
3.39,7.16,3.92
2.72,7.45,4.10
3.80,9.93,3.87
2.89,7.67,3.80
3.13,7.75,4.19
2.06,8.07,3.70
2.90,8.38,3.47
3.16,7.48,4.13
3.01,8.41,3.65
3.58,8.68,4.16
3.55,8.94,3.97
4.25,9.29,4.15
3.02,7.67,4.14
2.99,6.99,4.13
2.91,7.11,4.05
3.45,7.54,4.05
2.85,8.91,3.95
2.72,8.58,3.76
2.99,10.40,3.88
3.46,7.97,3.93
2.97,6.06,3.69
3.01,6.56,3.92
3.54,6.40,3.67
3.02,6.57,4.29
3.65,7.47,3.82
2.17,6.51,3.84
4.17,6.05,3.99
3.94,8.08,3.73
3.27,8.70,3.93
3.96,8.50,4.00
3.26,7.28,3.87
3.88,8.01,4.13
2.47,9.90,3.88
3.62,8.67,4.02
2.63,7.91,4.09
3.65,8.65,3.98
3.56,7.74,4.16
2.20,7.98,3.90
2.42,8.97,4.15
3.99,8.38,3.90
3.37,8.04,4.02
2.37,7.22,4.03
2.56,7.39,3.77
3.47,7.80,4.42
3.15,7.31,3.96
2.87,6.27,3.80
2.30,7.65,3.87
3.07,10.60,3.82
3.11,8.87,4.05
2.84,7.53,4.23
2.13,7.64,4.02
3.19,6.18,3.82
3.53,8.97,3.95
2.07,8.38,3.92
3.09,8.88,3.39
3.68,9.98,4.28
2.89,8.36,3.90
2.33,7.48,4.02
2.76,8.81,3.91
2.96,5.72,3.81
2.14,7.30,4.13
2.53,6.84,3.88
3.57,7.33,4.20
3.68,8.85,4.27
3.08,8.82,3.58
1.36,8.45,4.07
3.01,8.51,4.02
2.58,10.00,3.61
3.02,6.50,4.14
3.35,7.76,4.14
2.51,8.36,4.09
3.88,7.67,4.15
3.24,8.38,3.84
3.27,5.81,3.61
4.18,10.10,3.89
2.74,10.80,4.15
2.80,8.55,4.30
2.35,7.15,3.93
2.61,7.54,4.24
1.40,8.56,4.26
2.62,8.59,3.76
3.15,7.80,4.08
3.05,7.92,4.07
4.07,8.15,4.20
3.17,8.50,3.95
2.75,7.23,3.65
2.16,7.64,3.90
3.31,7.47,3.94
2.14,9.07,3.80
3.22,7.69,4.14
1.83,8.95,4.02
3.43,8.41,4.00
2.57,6.53,4.28
3.96,7.38,4.07
3.71,7.37,4.08
2.43,9.22,4.05
3.20,6.99,4.17
2.76,5.91,4.07
2.64,8.18,4.08
2.91,6.87,3.90
2.67,8.21,4.17
3.12,6.90,3.76
2.95,7.22,4.28
3.57,7.90,4.07
2.43,7.50,3.99
3.36,7.04,4.17
3.90,8.27,4.19
2.86,8.38,3.66
2.50,7.19,3.85
3.45,8.53,4.00
3.44,7.79,4.30
2.09,8.39,4.27
3.61,7.69,4.14
3.66,7.81,4.16
3.84,8.48,3.95
2.80,7.99,3.69
2.48,8.19,3.94
1.87,8.36,3.81
3.01,7.61,4.02
3.16,8.50,3.91
2.65,10.30,4.40
3.71,7.36,4.39
2.70,6.01,4.08
1.92,7.70,3.63
4.04,7.18,3.96
5.22,3.43,0.55
2.93,8.81,5.95
4.95,8.00,2.65
6.97,6.50,4.53
3.56,10.20,7.40
1.09,11.60,3.47
3.57,4.37,7.60
3.62,4.62,2.48
3.10,9.12,3.65
5.45,7.28,2.45
1.52,7.31,5.44
3.45,8.78,2.67
0.52,9.87,3.85
3.54,8.24,3.84
3.21,9.61,4.91
0.28,12.60,4.70
3.68,2.53,3.90
4.20,5.47,1.61
6.73,9.40,3.82
5.26,6.19,4.11
2.80,7.73,2.07
2.40,8.15,1.25
1.45,6.83,5.78
3.29,9.58,5.80
0.82,10.20,1.40
6.36,9.96,3.82
5.06,9.70,5.90
3.79,11.50,3.78
5.45,8.50,3.96
0.28,8.17,4.86
5.19,7.33,5.73
0.83,7.20,1.14
4.04,7.78,7.88
-0.32,9.17,8.26
2.85,9.20,6.23
4.53,8.58,1.87
4.65,13.20,3.05
-0.81,7.31,4.16
8.89,8.83,3.85
-0.48,9.31,2.81
5.81,11.90,7.67
5.24,12.50,7.33
4.35,10.70,7.84
4.85,10.60,7.71
5.58,11.00,7.03
4.69,12.80,9.03
4.70,11.20,8.38
4.61,11.10,8.44
4.10,13.30,5.95
5.17,11.90,6.48
5.41,12.70,8.03
5.50,12.50,8.60
5.79,12.60,7.05
4.56,12.70,6.93
5.27,12.30,6.52
4.76,11.40,7.59
4.99,12.80,7.42
4.49,12.30,8.89
5.19,11.70,7.16
5.56,11.60,6.39
5.26,12.30,7.42
5.35,11.50,9.35
5.61,12.80,9.01
4.82,11.20,8.43
5.50,12.10,6.40
4.74,11.20,8.83
5.07,10.90,7.92
4.99,11.70,8.23
4.73,13.50,8.30
5.69,12.10,8.30
4.54,12.50,7.54
4.74,13.40,6.55
5.01,11.50,8.16
5.51,11.20,8.65
4.44,11.60,7.76
4.87,12.10,7.88
4.87,11.90,8.64
5.30,11.80,7.41
5.70,12.50,6.54
6.19,13.70,8.29
5.53,11.60,8.81
5.73,11.60,10.30
4.56,12.60,7.31
5.36,11.30,8.46
4.75,12.80,6.61
5.57,12.50,7.83
4.62,11.20,7.65
4.86,12.10,7.99
5.02,11.50,9.61
5.21,12.20,7.06
4.13,12.30,7.94
5.01,10.90,8.63
4.52,13.10,7.52
5.55,13.60,9.69
5.46,10.60,8.94
3.67,11.70,9.75
4.40,11.80,5.88
6.33,12.80,8.58
5.66,13.30,8.17
5.02,11.20,8.89
4.05,12.60,7.50
4.54,11.00,6.69
4.96,11.90,7.99
5.92,12.30,8.86
4.66,12.30,6.91
5.27,12.40,6.39
4.24,12.00,7.60
5.53,12.10,9.76
4.38,12.70,8.68
4.95,12.60,6.72
5.03,12.70,7.44
4.94,11.10,8.60
4.46,10.70,8.00
4.06,12.50,7.46
5.29,12.30,7.92
5.21,12.10,6.80
4.94,13.30,7.82
4.07,12.90,10.60
5.05,10.90,8.54
4.98,11.90,10.00
5.65,11.00,8.56
5.17,11.40,7.03
4.61,12.30,8.21
5.54,12.50,7.90
3.61,12.20,7.37
5.42,12.20,7.85
5.51,14.20,6.78
4.86,11.80,9.34
4.12,12.70,6.70
4.91,12.30,9.62
3.78,13.60,9.72
4.32,11.50,7.55
6.00,12.60,8.06
4.91,10.40,6.10
4.80,10.90,7.17
5.43,11.30,8.93
5.51,11.70,7.36
4.77,12.50,8.98
5.04,12.00,9.96
5.34,13.10,7.58
5.49,11.00,9.63
3.45,10.80,6.69
4.86,12.00,9.16
4.30,12.10,8.40
5.63,12.20,9.00
5.31,12.20,6.78
4.45,11.50,8.36
5.92,12.00,7.80
4.51,11.10,7.18
6.05,11.40,8.44
4.94,12.60,6.23
4.88,11.70,7.40
4.47,12.10,8.40
4.81,11.80,9.13
5.11,11.10,7.91
4.86,11.50,8.75
5.57,12.40,8.16
5.06,12.00,7.81
4.33,12.30,5.62
4.34,11.60,10.40
4.81,12.60,6.88
5.11,11.90,7.58
5.23,11.90,6.63
4.88,11.60,8.03
4.80,12.90,6.97
4.77,11.30,7.42
6.08,13.30,7.84
5.19,12.50,7.90
4.98,11.70,9.01
5.03,11.80,7.99
4.45,11.90,8.44
4.15,12.40,8.15
4.79,12.60,6.84
5.39,11.80,6.48
4.63,12.80,7.44
5.06,13.60,8.50
4.90,11.90,6.68
5.63,12.50,7.99
5.56,11.50,8.81
5.96,12.60,6.52
4.97,11.00,6.88
4.95,11.10,7.04
4.92,11.60,7.03
5.55,13.10,7.24
4.25,12.00,7.76
6.86,12.30,7.86
4.92,12.60,8.57
5.37,12.10,8.04
4.46,11.90,8.34
5.38,11.90,7.62
6.50,11.60,7.63
5.66,12.70,7.54
4.92,13.40,8.32
4.80,11.40,7.52
4.11,11.30,7.98
4.94,12.40,7.65
5.14,10.50,7.32
4.99,13.70,7.47
5.56,11.20,7.66
4.80,11.30,10.10
4.38,11.50,6.72
4.88,11.00,7.56
5.20,12.10,8.38
3.36,11.10,8.11
5.47,13.20,6.79
4.61,11.80,7.83
4.68,12.20,8.39
5.04,11.10,7.32
4.91,11.70,6.81
4.50,11.70,7.86
4.80,11.00,8.13
5.80,11.90,5.71
5.35,12.20,10.20
4.91,11.80,7.92
5.22,12.40,9.35
5.44,11.60,9.79
4.88,12.60,9.42
4.88,13.10,6.27
5.11,12.50,9.38
4.40,12.80,7.62
5.71,11.80,8.21
4.91,12.40,8.64
5.01,11.10,6.71
5.45,11.40,7.46
6.08,11.40,7.72
5.09,11.60,7.38
3.75,12.50,6.35
5.56,11.00,6.90
5.23,13.20,8.49
6.10,12.70,8.63
4.87,13.50,7.87
5.26,12.10,7.53
5.18,12.40,8.55
4.71,13.20,7.65
5.68,12.10,8.14
5.19,11.80,8.25
6.12,11.40,6.92
4.00,11.60,6.21
5.40,12.60,7.07
4.90,12.00,7.50
5.59,12.10,7.87
5.09,10.90,7.43
4.59,12.10,9.21
3.88,13.50,6.67
5.09,12.60,8.18
5.26,12.80,8.16
4.77,12.00,7.28
5.63,10.60,10.20
5.16,10.10,8.83
5.66,12.50,8.25
6.23,11.20,9.34
4.52,12.40,6.11
4.70,12.60,7.93
4.79,12.50,7.20
4.54,12.80,8.48
5.50,13.00,8.22
4.61,11.80,7.31
5.25,12.70,9.01
4.79,13.50,5.97
4.62,9.62,7.44
4.76,11.00,7.78
5.08,12.90,7.80
5.34,11.70,6.49
5.31,11.10,8.91
5.13,12.30,9.44
4.96,12.20,9.32
5.04,13.80,9.08
4.70,11.70,6.93
4.86,12.40,9.49
5.12,10.70,7.96
5.26,11.40,9.06
4.68,11.20,8.21
4.12,13.10,8.68
5.64,12.10,8.69
5.68,11.60,8.74
5.46,11.20,8.16
4.85,12.50,10.10
4.73,10.60,7.87
5.70,12.90,8.92
4.15,12.20,6.97
4.69,12.00,6.42
5.24,10.90,8.95
5.10,10.10,7.13
5.16,12.20,7.01
5.87,10.30,9.12
4.36,12.00,7.62
5.59,12.00,8.85
4.74,12.00,6.28
4.59,12.00,8.04
5.17,11.50,8.04
4.85,11.90,8.08
4.92,11.80,6.13
4.32,12.60,9.12
4.61,11.60,9.24
4.33,11.10,8.29
4.84,11.00,7.33
5.51,10.90,8.99
5.48,12.80,8.65
4.89,11.40,8.47
4.33,11.60,8.11
4.95,11.50,7.16
5.14,11.60,8.41
4.84,11.40,6.69
4.74,12.70,8.27
5.01,11.70,6.62
6.16,12.70,9.72
5.32,11.60,8.15
5.18,11.80,6.72
5.34,12.50,6.94
6.03,13.30,6.88
4.93,12.80,7.73
5.49,13.10,6.17
5.01,11.90,7.63
6.87,11.40,9.67
4.98,12.20,8.49
5.35,11.10,9.50
4.60,12.80,7.67
4.89,10.90,7.68
5.11,12.30,7.87
4.66,11.90,9.65
5.50,12.00,8.41
4.96,13.30,9.25
3.47,12.50,8.57
4.46,12.00,8.00
4.93,12.80,7.66
5.58,12.20,7.20
5.83,12.20,7.34
5.17,12.40,8.51
5.27,11.60,7.61
5.13,12.10,6.64
4.01,11.40,8.02
5.55,10.40,6.59
5.60,11.30,8.47
5.33,11.50,6.60
5.05,12.70,8.41
5.67,11.70,7.80
4.68,12.80,8.84
4.58,12.60,8.85
5.03,11.60,8.85
4.86,11.30,9.63
4.62,11.70,9.39
5.41,11.00,8.05
4.93,13.00,8.06
5.40,12.40,7.24
5.21,12.00,7.69
4.98,13.60,8.24
4.22,12.20,8.15
5.94,12.90,8.69
5.00,11.60,9.04
5.00,11.70,8.50
5.26,11.50,8.90
4.72,10.70,8.13
4.68,11.60,8.63
4.87,11.40,8.12
4.05,11.80,9.50
5.05,11.60,7.71
